timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-31T00:04:02,vjepa2,cee5f187-77ef-44af-a339-3f2f33de5257,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.412728026509285,0.0001680225108159403,0.000407102256265508,360.0,0.0,10.0,0.028059159064665426,0.013835407457172266,0.0007793883745144644,0.042673954896352145,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
