timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-31T00:04:02,vjepa2,4f3e02d2-527e-4c80-86a2-db0eb3419d33,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.4200777709484,0.00017893098843066414,5.956026300182502e-07,360.0,119.89619827342167,10.0,0.02983171198144554,0.014784187382900882,0.0008285645516485801,0.04544446391599494,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
