task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Step #1,2026-03-30T23:59:02,vjepa2,cee5f187-77ef-44af-a339-3f2f33de5257,0.6482710801064968,3.5309228277529075e-07,5.442197012550326e-07,360.0,124.70699334128913,10.0,6.525843776762485e-05,2.2606406979264193e-05,1.8126876041707065e-06,8.967753235105975e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #2,2026-03-30T23:59:03,vjepa2,cee5f187-77ef-44af-a339-3f2f33de5257,0.44862099178135395,2.660690169133476e-07,5.92658452062214e-07,360.0,171.92194553447737,10.0,4.489032104611397e-05,2.1438350486846502e-05,1.2469001683510014e-06,6.757557170131146e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #3,2026-03-30T23:59:03,vjepa2,cee5f187-77ef-44af-a339-3f2f33de5257,0.4093774538487196,2.413098808995243e-07,5.890162687695267e-07,360.0,164.3896006834559,10.0,4.1286875680089e-05,1.885362618736508e-05,1.1468037652472652e-06,6.128730563270137e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #4,2026-03-30T23:59:04,vjepa2,cee5f187-77ef-44af-a339-3f2f33de5257,0.5580242201685905,3.2705431115004996e-07,5.858918135138317e-07,360.0,165.5979999168077,10.0,5.583114661276341e-05,2.5682520544023646e-05,1.5508035197854039e-06,8.306447067657247e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #5,2026-03-30T23:59:04,vjepa2,cee5f187-77ef-44af-a339-3f2f33de5257,0.490560719743371,2.985204337860458e-07,6.082338352596838e-07,360.0,186.04688301457517,10.0,4.908599555492399e-05,2.5368075853293703e-05,1.363433431833983e-06,7.58175048400517e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #6,2026-03-30T23:59:05,vjepa2,cee5f187-77ef-44af-a339-3f2f33de5257,0.4204819891601801,2.5203457299527973e-07,5.991374294199639e-07,360.0,162.62872689572006,10.0,4.3264391459524624e-05,1.9545015632616014e-05,1.2017301542477467e-06,6.40111372463884e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #7,2026-03-30T23:59:05,vjepa2,cee5f187-77ef-44af-a339-3f2f33de5257,0.4702738057821989,2.8945817901392666e-07,6.151825638599466e-07,360.0,192.2649189382252,10.0,4.706955309957266e-05,2.5138909002464516e-05,1.307432974378267e-06,7.35158950764154e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #8,2026-03-30T23:59:06,vjepa2,cee5f187-77ef-44af-a339-3f2f33de5257,0.5084616485983133,3.1109029002250525e-07,6.115656984856295e-07,360.0,188.70605930590173,10.0,5.090945865958928e-05,2.6686410230070123e-05,1.4140979335125944e-06,7.900996682317198e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #9,2026-03-30T23:59:06,vjepa2,cee5f187-77ef-44af-a339-3f2f33de5257,0.47340140119194984,2.896902940006684e-07,6.116905938098872e-07,360.0,189.17946635105193,10.0,4.7367178462445704e-05,2.4891964365281183e-05,1.3157042571239993e-06,7.357484708485091e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #10,2026-03-30T23:59:07,vjepa2,cee5f187-77ef-44af-a339-3f2f33de5257,0.43405439890921116,2.4762746618218987e-07,5.703328094906432e-07,360.0,151.26858214030173,10.0,4.343425631523137e-05,1.8251125709412008e-05,1.2064487880302793e-06,6.289183081267357e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
