epoch,step,phase,start_time,end_time,duration_ms,gpu_mem_allocated_mb,gpu_mem_reserved_mb
0,1,data_transfer,1773940779.4564922,1773940779.4594333,2.941,5068.5,5220.0
0,1,forward,1773940779.461395,1773940779.8476582,386.263,7881.6,8190.0
0,1,backward,1773940779.8496027,1773940780.0558167,206.214,7658.3,9790.0
0,1,ema_update,1773940780.213318,1773940780.2403805,27.062,10210.7,15882.0
0,1,optimizer_step,1773940780.213318,1773940780.2424886,29.171,10210.7,15882.0
0,1,total_step,1773940779.456469,1773940780.2441523,787.683,10192.3,15882.0
0,2,data_transfer,1773940780.3121953,1773940780.3130744,0.879,10210.7,15882.0
0,2,forward,1773940780.3149316,1773940780.6206906,305.759,15012.2,17624.0
0,2,backward,1773940780.622478,1773940780.8442025,221.725,12777.5,17766.0
0,2,ema_update,1773940780.9544265,1773940780.9814599,27.033,10210.7,17766.0
0,2,optimizer_step,1773940780.9544265,1773940780.983278,28.852,10210.7,17766.0
0,2,total_step,1773940780.3121824,1773940780.9854329,673.250,10192.3,17766.0
0,3,data_transfer,1773940781.057248,1773940781.0581205,0.872,10210.7,17766.0
0,3,forward,1773940781.059956,1773940781.3474047,287.449,14181.9,17766.0
0,3,backward,1773940781.3493602,1773940781.5465813,197.221,12787.5,17766.0
0,3,ema_update,1773940781.6569438,1773940781.6839929,27.049,10210.7,17766.0
0,3,optimizer_step,1773940781.6569438,1773940781.6858387,28.895,10210.7,17766.0
0,3,total_step,1773940781.0572374,1773940781.6876361,630.399,10192.3,17766.0
0,4,data_transfer,1773940781.7399561,1773940781.7408216,0.865,10210.7,17766.0
0,4,forward,1773940781.7427437,1773940782.0290782,286.335,14114.5,17766.0
0,4,backward,1773940782.0310917,1773940782.2140756,182.984,12774.6,17766.0
0,4,ema_update,1773940782.3244905,1773940782.3516886,27.198,10210.7,17766.0
0,4,optimizer_step,1773940782.3244905,1773940782.3536386,29.148,10210.7,17766.0
0,4,total_step,1773940781.7399466,1773940782.3555508,615.604,10192.3,17766.0
0,5,data_transfer,1773940782.3983157,1773940782.3991678,0.852,10210.7,17766.0
0,5,forward,1773940782.4008958,1773940782.6668775,265.982,13065.6,17766.0
0,5,backward,1773940782.6685977,1773940782.8193903,150.793,12780.5,17766.0
0,5,ema_update,1773940782.929622,1773940782.9566317,27.010,10210.7,17766.0
0,5,optimizer_step,1773940782.929622,1773940782.9686208,38.999,10210.7,17766.0
0,5,total_step,1773940782.3983042,1773940782.9708571,572.553,10192.3,17766.0
0,6,data_transfer,1773940783.013035,1773940783.0139067,0.872,10210.7,17766.0
0,6,forward,1773940783.0155156,1773940783.267945,252.429,12648.8,17766.0
0,6,backward,1773940783.2698894,1773940783.4039142,134.025,12789.3,17766.0
0,6,ema_update,1773940783.5140138,1773940783.5410624,27.049,10210.7,17766.0
0,6,optimizer_step,1773940783.5140138,1773940783.5430794,29.066,10210.7,17766.0
0,6,total_step,1773940783.0130205,1773940783.545191,532.171,10192.3,17766.0
0,7,data_transfer,1773940783.5879729,1773940783.5888126,0.840,10210.7,17766.0
0,7,forward,1773940783.5905817,1773940783.9028366,312.255,15080.1,17766.0
0,7,backward,1773940783.9047484,1773940784.1327868,228.038,12782.0,17766.0
0,7,ema_update,1773940784.2426207,1773940784.2696652,27.045,10210.7,17768.0
0,7,optimizer_step,1773940784.2426207,1773940784.2714193,28.799,10210.7,17768.0
0,7,total_step,1773940783.587963,1773940784.2735994,685.636,10192.3,17768.0
0,8,data_transfer,1773940784.316644,1773940784.3175054,0.861,10210.7,17768.0
0,8,forward,1773940784.3193812,1773940784.5604095,241.028,12057.3,17768.0
0,8,backward,1773940784.5622416,1773940784.6685112,106.270,12779.7,17768.0
0,8,ema_update,1773940784.7785852,1773940784.8056488,27.064,10210.7,17768.0
0,8,optimizer_step,1773940784.7785852,1773940784.8076181,29.033,10210.7,17768.0
0,8,total_step,1773940784.316634,1773940784.8219523,505.318,10192.3,17768.0
0,9,data_transfer,1773940784.8730145,1773940784.8738718,0.857,10210.7,17768.0
0,9,forward,1773940784.8757148,1773940785.1260905,250.376,12424.1,17768.0
0,9,backward,1773940785.1279953,1773940785.249622,121.627,12779.9,17768.0
0,9,ema_update,1773940785.3596418,1773940785.3866856,27.044,10210.7,17768.0
0,9,optimizer_step,1773940785.3596418,1773940785.3885462,28.904,10210.7,17768.0
0,9,total_step,1773940784.8730054,1773940785.3906882,517.683,10192.3,17768.0
0,10,data_transfer,1773940785.4349477,1773940785.4357965,0.849,10210.7,17768.0
0,10,forward,1773940785.4376771,1773940785.724925,287.248,14066.0,17768.0
0,10,backward,1773940785.7269328,1773940785.911453,184.520,12778.3,17768.0
0,10,ema_update,1773940786.0217652,1773940786.0487816,27.016,10210.7,17768.0
0,10,optimizer_step,1773940786.0217652,1773940786.0507817,29.016,10210.7,17768.0
0,10,total_step,1773940785.434938,1773940786.0527449,617.807,10192.3,17768.0
0,11,data_transfer,1773940786.1000586,1773940786.1009207,0.862,10210.7,17768.0
0,11,forward,1773940786.1026237,1773940786.4277651,325.141,15857.8,19740.0
0,11,backward,1773940786.4297204,1773940786.6918843,262.164,12777.5,19840.0
0,11,ema_update,1773940786.8018732,1773940786.8289118,27.039,10210.7,19840.0
0,11,optimizer_step,1773940786.8018732,1773940786.8311582,29.285,10210.7,19840.0
0,11,total_step,1773940786.1000485,1773940786.8332493,733.201,10192.3,19840.0
0,12,data_transfer,1773940786.88184,1773940786.8826976,0.858,10210.7,19840.0
0,12,forward,1773940786.884401,1773940787.1976595,313.258,15154.3,19840.0
0,12,backward,1773940787.1995223,1773940787.4306211,231.099,12780.4,19840.0
0,12,ema_update,1773940787.5420885,1773940787.569152,27.064,10210.7,19840.0
0,12,optimizer_step,1773940787.5420885,1773940787.5710356,28.947,10210.7,19840.0
0,12,total_step,1773940786.8818302,1773940787.5730858,691.256,10192.3,19840.0
0,13,data_transfer,1773940787.6125004,1773940787.6133573,0.857,10210.7,19840.0
0,13,forward,1773940787.6151865,1773940787.9189742,303.788,14844.0,19840.0
0,13,backward,1773940787.9209049,1773940788.1301565,209.252,12782.1,19840.0
0,13,ema_update,1773940788.2404325,1773940788.2675164,27.084,10210.7,19840.0
0,13,optimizer_step,1773940788.2404325,1773940788.2693605,28.928,10210.7,19840.0
0,13,total_step,1773940787.612491,1773940788.2714298,658.939,10192.3,19840.0
0,14,data_transfer,1773940788.3213608,1773940788.3222315,0.871,10210.7,19840.0
0,14,forward,1773940788.3240907,1773940788.6062233,282.133,13839.7,19840.0
0,14,backward,1773940788.6079772,1773940788.7820487,174.072,12789.0,19840.0
0,14,ema_update,1773940788.8918285,1773940788.918883,27.055,10210.7,19840.0
0,14,optimizer_step,1773940788.8918285,1773940788.9210837,29.255,10210.7,19840.0
0,14,total_step,1773940788.3213506,1773940788.923301,601.950,10192.3,19840.0
0,15,data_transfer,1773940788.9657753,1773940788.966629,0.854,10210.7,19840.0
0,15,forward,1773940788.968441,1773940789.2399838,271.543,13601.9,19840.0
0,15,backward,1773940789.2420347,1773940789.4050968,163.062,12783.1,19840.0
0,15,ema_update,1773940789.5149224,1773940789.5422857,27.363,10210.7,19840.0
0,15,optimizer_step,1773940789.5149224,1773940789.5443308,29.408,10210.7,19840.0
0,15,total_step,1773940788.965766,1773940789.5471447,581.379,10192.3,19840.0
0,16,data_transfer,1773940789.5958073,1773940789.5966656,0.858,10210.7,19840.0
0,16,forward,1773940789.5989573,1773940789.878117,279.160,13839.2,19840.0
0,16,backward,1773940789.880087,1773940790.05355,173.463,12789.0,19840.0
0,16,ema_update,1773940790.1645248,1773940790.1915743,27.050,10210.7,19840.0
0,16,optimizer_step,1773940790.1645248,1773940790.1934896,28.965,10210.7,19840.0
0,16,total_step,1773940789.5957973,1773940790.1958117,600.014,10192.3,19840.0
0,17,data_transfer,1773940790.2380834,1773940790.2389476,0.864,10210.7,19840.0
0,17,forward,1773940790.2406557,1773940790.4933014,252.646,12570.9,19840.0
0,17,backward,1773940790.4952946,1773940790.620886,125.592,12785.2,19840.0
0,17,ema_update,1773940790.73113,1773940790.758467,27.337,10210.7,19840.0
0,17,optimizer_step,1773940790.73113,1773940790.7605443,29.414,10210.7,19840.0
0,17,total_step,1773940790.2380738,1773940790.7628903,524.817,10192.3,19840.0
0,18,data_transfer,1773940790.8111928,1773940790.8120525,0.860,10210.7,19840.0
0,18,forward,1773940790.8138418,1773940791.128901,315.059,15250.8,19840.0
0,18,backward,1773940791.1311011,1773940791.363229,232.128,12782.3,19840.0
0,18,ema_update,1773940791.4733763,1773940791.500368,26.992,10210.7,19840.0
0,18,optimizer_step,1773940791.4733763,1773940791.502149,28.773,10210.7,19840.0
0,18,total_step,1773940790.8111808,1773940791.5041378,692.957,10192.3,19840.0
0,19,data_transfer,1773940791.5451682,1773940791.5460248,0.857,10210.7,19840.0
0,19,forward,1773940791.547926,1773940791.8430688,295.143,14415.0,19840.0
0,19,backward,1773940791.8451087,1773940792.0522428,207.134,12779.7,19840.0
0,19,ema_update,1773940792.1624546,1773940792.1895142,27.060,10210.7,19840.0
0,19,optimizer_step,1773940792.1624546,1773940792.1914382,28.984,10210.7,19840.0
0,19,total_step,1773940791.5451584,1773940792.2037861,658.628,10192.3,19840.0
0,20,data_transfer,1773940792.2457316,1773940792.2466037,0.872,10210.7,19840.0
0,20,forward,1773940792.2483819,1773940792.5079777,259.596,12787.2,19840.0
0,20,backward,1773940792.5098052,1773940792.652898,143.093,12780.3,19840.0
0,20,ema_update,1773940792.7630544,1773940792.7900922,27.038,10210.7,19840.0
0,20,optimizer_step,1773940792.7630544,1773940792.8260171,62.963,10210.7,19840.0
0,20,total_step,1773940792.2457201,1773940792.8285496,582.829,10192.3,19840.0
0,21,data_transfer,1773940792.877056,1773940792.8779075,0.852,10210.7,19840.0
0,21,forward,1773940792.879862,1773940793.1638203,283.958,13961.5,19840.0
0,21,backward,1773940793.165924,1773940793.34921,183.286,12787.7,19840.0
0,21,ema_update,1773940793.4594748,1773940793.486513,27.038,10210.7,19840.0
0,21,optimizer_step,1773940793.4594748,1773940793.4883475,28.873,10210.7,19840.0
0,21,total_step,1773940792.8770468,1773940793.4904866,613.440,10192.3,19840.0
0,22,data_transfer,1773940793.532864,1773940793.5337317,0.868,10210.7,19840.0
0,22,forward,1773940793.5353487,1773940793.8281162,292.768,14267.1,19840.0
0,22,backward,1773940793.8298666,1773940794.0239859,194.119,12778.2,19840.0
0,22,ema_update,1773940794.1530788,1773940794.1801167,27.038,10210.7,19840.0
