timestamp_utc,elapsed_s,sample_interval_s,cpu_utilization_pct,gpu_utilization_pct,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_w,gpu_temperature_c,torch_gpu_allocated_mb,torch_gpu_reserved_mb,gpu_metrics_source
2026-03-31T04:30:50.530933+00:00,0.003890514373779297,0.5,0.0,0.0,5897.25,32760.0,52.164,49.0,5050.03564453125,5180.0,pynvml
2026-03-31T04:30:51.035057+00:00,0.508009672164917,0.5,0.6,70.0,9791.25,32760.0,76.89,53.0,7656.07177734375,9004.0,pynvml
2026-03-31T04:30:51.539087+00:00,1.0120391845703125,0.5,0.6,73.0,16281.25,32760.0,107.787,55.0,12685.2392578125,15494.0,pynvml
2026-03-31T04:30:52.046406+00:00,1.519359827041626,0.5,0.6,90.0,16825.25,32760.0,185.515,55.0,11983.82470703125,16038.0,pynvml
2026-03-31T04:30:52.550741+00:00,2.0236945152282715,0.5,0.6,79.0,16825.25,32760.0,191.057,57.0,12767.86376953125,16038.0,pynvml
2026-03-31T04:30:53.054815+00:00,2.5277693271636963,0.5,0.6,97.0,16825.25,32760.0,193.559,58.0,12768.1806640625,16038.0,pynvml
2026-03-31T04:30:53.559152+00:00,3.0321085453033447,0.5,0.6,80.0,16825.25,32760.0,194.672,54.0,12769.85986328125,16038.0,pynvml
2026-03-31T04:30:54.065017+00:00,3.5379738807678223,0.5,0.6,95.0,16825.25,32760.0,186.91,53.0,10203.40087890625,16038.0,pynvml
2026-03-31T04:30:54.569708+00:00,4.042661428451538,0.5,0.6,98.0,16903.25,32760.0,190.972,54.0,10203.40087890625,16116.0,pynvml
2026-03-31T04:30:55.074339+00:00,4.547296047210693,0.5,0.6,97.0,16903.25,32760.0,193.49,54.0,10203.40087890625,16116.0,pynvml
2026-03-31T04:30:55.578678+00:00,5.051630973815918,0.5,0.6,98.0,16955.25,32760.0,194.138,54.0,10203.40087890625,16168.0,pynvml
2026-03-31T04:30:56.083859+00:00,5.556823968887329,0.5,0.6,97.0,16955.25,32760.0,191.445,54.0,10203.40087890625,16168.0,pynvml
2026-03-31T04:30:56.588048+00:00,6.061004877090454,0.5,0.6,95.0,16955.25,32760.0,182.17,59.0,11962.01953125,16168.0,pynvml
2026-03-31T04:30:57.093366+00:00,6.566328763961792,0.5,0.6,81.0,16955.25,32760.0,184.107,58.0,13270.79638671875,16168.0,pynvml
2026-03-31T04:30:57.598392+00:00,7.071345806121826,0.5,0.6,97.0,16955.25,32760.0,193.121,58.0,12581.47998046875,16168.0,pynvml
2026-03-31T04:30:58.103368+00:00,7.576321601867676,0.5,0.5,92.0,16955.25,32760.0,195.497,59.0,11849.11962890625,16168.0,pynvml
2026-03-31T04:30:58.608311+00:00,8.08126711845398,0.5,0.6,97.0,16955.25,32760.0,186.582,59.0,12633.8173828125,16168.0,pynvml
2026-03-31T04:30:59.112570+00:00,8.585523843765259,0.5,0.5,76.0,16955.25,32760.0,188.296,59.0,13373.30615234375,16168.0,pynvml
2026-03-31T04:30:59.617638+00:00,9.090595722198486,0.5,0.6,97.0,17027.25,32760.0,195.116,60.0,11594.779296875,16240.0,pynvml
2026-03-31T04:31:00.122538+00:00,9.595491409301758,0.5,0.6,80.0,17027.25,32760.0,193.012,59.0,13306.70263671875,16240.0,pynvml
2026-03-31T04:31:00.628551+00:00,10.10151743888855,0.5,0.6,97.0,17027.25,32760.0,190.689,61.0,12814.3603515625,16240.0,pynvml
2026-03-31T04:31:01.133141+00:00,10.60609483718872,0.5,0.6,88.0,17027.25,32760.0,195.026,59.0,11941.69287109375,16240.0,pynvml
2026-03-31T04:31:01.638680+00:00,11.11164379119873,0.5,0.7,98.0,17027.25,32760.0,200.319,59.0,12583.94091796875,16240.0,pynvml
2026-03-31T04:31:02.143875+00:00,11.61683440208435,0.5,0.6,79.0,17027.25,32760.0,195.735,59.0,12686.02099609375,16240.0,pynvml
2026-03-31T04:31:02.649313+00:00,12.122275829315186,0.5,0.6,79.0,17027.25,32760.0,199.339,58.0,11578.099609375,16240.0,pynvml
2026-03-31T04:31:03.154121+00:00,12.6270751953125,0.5,0.6,79.0,17027.25,32760.0,199.961,58.0,12715.28759765625,16240.0,pynvml
2026-03-31T04:31:03.659253+00:00,13.132205486297607,0.5,0.6,82.0,17027.25,32760.0,203.878,57.0,12633.751953125,16240.0,pynvml
2026-03-31T04:31:04.163539+00:00,13.636492013931274,0.5,0.6,67.0,17027.25,32760.0,194.111,60.0,12651.25146484375,16240.0,pynvml
2026-03-31T04:31:04.668808+00:00,14.141770601272583,0.5,0.6,78.0,17027.25,32760.0,193.17,60.0,13167.41357421875,16240.0,pynvml
