project_name,run_num,sample_interval_s,epochs_observed,steps_observed,wall_time_s,mean_total_step_ms,std_total_step_ms,mean_forward_ms,mean_backward_ms,mean_optimizer_step_ms,mean_ema_update_ms,final_loss,codecarbon_gpu_energy_kwh
vjepa2,1,0.5,4,613,300.131,454.12,43.54,164.939,135.203,139.159,27.059,0.008863,0.015461251535654696
