timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-31T00:35:50,vjepa2,11e5239e-eb20-497b-9c65-74ade1030bef,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.1393947638571,0.00018154515468431416,6.048694634942866e-07,360.0,202.9848141338348,10.0,0.02981894013788553,0.015461251535654696,0.0008282119268344516,0.04610840360037468,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
