task_name,loss
Step #1,0.8563839197158813
Step #2,0.7316749691963196
Step #3,0.691626787185669
Step #4,0.6560499668121338
Step #5,0.6359281539916992
Step #6,0.6185516715049744
Step #7,0.6029185056686401
Step #8,0.5854086875915527
Step #9,0.5661798715591431
Step #10,0.5439307689666748
Step #11,0.5191425085067749
Step #12,0.49345821142196655
Step #13,0.46595239639282227
Step #14,0.4376096725463867
Step #15,0.4104931354522705
Step #16,0.3838556408882141
Step #17,0.35986632108688354
Step #18,0.33450639247894287
Step #19,0.3148840069770813
Step #20,0.2955031991004944
Step #21,0.2780194878578186
Step #22,0.2627454996109009
Step #23,0.2468600869178772
Step #24,0.23569734394550323
Step #25,0.22696596384048462
Step #26,0.2444154918193817
Step #27,0.21101024746894836
Step #28,0.2050306499004364
Step #29,0.19683466851711273
Step #30,0.19653666019439697
Step #31,0.19812245666980743
Step #32,0.18279536068439484
Step #33,0.19330129027366638
Step #34,0.1839427649974823
Step #35,0.1855727732181549
Step #36,0.17392244935035706
Step #37,0.17473165690898895
Step #38,0.16267505288124084
Step #39,0.1632695496082306
Step #40,0.1576424241065979
Step #41,0.1576698124408722
Step #42,0.15446917712688446
Step #43,0.177385613322258
Step #44,0.15103155374526978
Step #45,0.14775601029396057
Step #46,0.14569854736328125
Step #47,0.13969409465789795
Step #48,0.14117875695228577
Step #49,0.13855776190757751
Step #50,0.13513490557670593
Step #51,0.1344323754310608
Step #52,0.13016292452812195
Step #53,0.12763293087482452
Step #54,0.1266544610261917
Step #55,0.12054118514060974
Step #56,0.12397850304841995
Step #57,0.12126331031322479
Step #58,0.11823859065771103
Step #59,0.11578772962093353
Step #60,0.1186022013425827
Step #61,0.12962211668491364
Step #62,0.11497224867343903
Step #63,0.11418800055980682
Step #64,0.10653683543205261
Step #65,0.11437217891216278
Step #66,0.12190553545951843
Step #67,0.10655493289232254
Step #68,0.10167748481035233
Step #69,0.09480057656764984
Step #70,0.09936025738716125
Step #71,0.09554052352905273
Step #72,0.09512078762054443
Step #73,0.09075915813446045
Step #74,0.08913010358810425
Step #75,0.09025993198156357
Step #76,0.08909575641155243
Step #77,0.0854368507862091
Step #78,0.0843837708234787
Step #79,0.08203272521495819
Step #80,0.08354626595973969
Step #81,0.08081330358982086
Step #82,0.0768347978591919
Step #83,0.07897920906543732
Step #84,0.076091468334198
Step #85,0.07735131680965424
Step #86,0.07241867482662201
Step #87,0.0737682357430458
Step #88,0.07145177572965622
Step #89,0.07086490839719772
Step #90,0.07280351221561432
Step #91,0.06977987289428711
Step #92,0.0740823969244957
Step #93,0.07365100085735321
Step #94,0.07356144487857819
Step #95,0.06915485858917236
Step #96,0.06986811757087708
Step #97,0.06310158967971802
Step #98,0.06310197710990906
Step #99,0.06720329821109772
Step #100,0.062167562544345856
Step #101,0.06807233393192291
Step #102,0.06513261795043945
Step #103,0.06306938081979752
Step #104,0.06063201278448105
Step #105,0.057212427258491516
Step #106,0.0584404431283474
Step #107,0.057950541377067566
Step #108,0.05854357033967972
Step #109,0.05665706843137741
Step #110,0.05570452660322189
Step #111,0.05626118928194046
Step #112,0.0525306761264801
Step #113,0.054640039801597595
Step #114,0.05222637951374054
Step #115,0.052967797964811325
Step #116,0.04987426847219467
Step #117,0.04992758482694626
Step #118,0.05061382055282593
Step #119,0.046834878623485565
Step #120,0.049002595245838165
Step #121,0.04737528786063194
Step #122,0.048030443489551544
Step #123,0.04643535986542702
Step #124,0.04619260132312775
Step #125,0.045684296637773514
Step #126,0.04543118551373482
Step #127,0.04517795145511627
Step #128,0.043901197612285614
Step #129,0.04402298480272293
Step #130,0.04244300723075867
Step #131,0.04461535066366196
Step #132,0.04167730361223221
Step #133,0.04340746998786926
Step #134,0.04178208112716675
Step #135,0.04179892688989639
Step #136,0.04086403548717499
Step #137,0.04149823635816574
Step #138,0.04026717692613602
Step #139,0.03951753303408623
Step #140,0.038834668695926666
Step #141,0.03964703530073166
Step #142,0.03895306587219238
Step #143,0.038746315985918045
Step #144,0.03694261610507965
Step #145,0.03934955596923828
Step #146,0.036741968244314194
Step #147,0.038103289902210236
Step #148,0.037414222955703735
Step #149,0.037169553339481354
Step #150,0.037018127739429474
Step #151,0.035896919667720795
Step #152,0.036728713661432266
Step #153,0.03477323055267334
Step #154,0.03696846961975098
Step #155,0.03591242432594299
Step #156,0.03404933214187622
Step #157,0.03397458791732788
Step #158,0.03410140797495842
Step #159,0.03637833148241043
Step #160,0.04233785718679428
Step #161,0.033020004630088806
Step #162,0.038775939494371414
Step #163,0.034945785999298096
Step #164,0.033764563500881195
Step #165,0.03735677897930145
Step #166,0.032560795545578
Step #167,0.040668413043022156
Step #168,0.033322885632514954
Step #169,0.03501177579164505
Step #170,0.03507353365421295
Step #171,0.031011760234832764
