timestamp_utc,elapsed_s,sample_interval_s,cpu_utilization_pct,gpu_utilization_pct,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_w,gpu_temperature_c,torch_gpu_allocated_mb,torch_gpu_reserved_mb,gpu_metrics_source
2026-03-31T04:20:15.460704+00:00,0.0035605430603027344,0.5,0.0,0.0,5897.25,32760.0,43.824,26.0,5050.03564453125,5180.0,pynvml
2026-03-31T04:20:15.966127+00:00,0.5089907646179199,0.5,0.6,95.0,11063.25,32760.0,83.272,32.0,9937.21240234375,10286.0,pynvml
2026-03-31T04:20:16.471007+00:00,1.0138697624206543,0.5,0.5,76.0,16551.25,32760.0,103.425,29.0,10181.1181640625,15764.0,pynvml
2026-03-31T04:20:16.985680+00:00,1.5285401344299316,0.5,0.6,100.0,18901.25,32760.0,186.238,37.0,12943.47705078125,18114.0,pynvml
2026-03-31T04:20:17.490332+00:00,2.033196449279785,0.5,0.6,56.0,18903.25,32760.0,192.6,36.0,12509.27490234375,18116.0,pynvml
2026-03-31T04:20:17.997842+00:00,2.5407028198242188,0.5,0.6,93.0,18903.25,32760.0,188.082,35.0,11714.9169921875,18116.0,pynvml
2026-03-31T04:20:18.503646+00:00,3.0465087890625,0.5,0.5,95.0,18903.25,32760.0,196.729,32.0,10199.5390625,18116.0,pynvml
2026-03-31T04:20:19.008466+00:00,3.551328420639038,0.5,0.6,100.0,18903.25,32760.0,195.564,38.0,12776.71728515625,18116.0,pynvml
2026-03-31T04:20:19.513260+00:00,4.056122303009033,0.5,0.6,76.0,18903.25,32760.0,192.759,37.0,12669.26611328125,18116.0,pynvml
2026-03-31T04:20:20.018274+00:00,4.56113600730896,0.5,0.6,90.0,18903.25,32760.0,186.775,38.0,14755.8720703125,18116.0,pynvml
2026-03-31T04:20:20.523526+00:00,5.066396951675415,0.5,0.6,97.0,18903.25,32760.0,204.904,34.0,10199.5390625,18116.0,pynvml
2026-03-31T04:20:21.029423+00:00,5.572294473648071,0.5,0.6,100.0,18903.25,32760.0,202.385,40.0,12766.55224609375,18116.0,pynvml
2026-03-31T04:20:21.534557+00:00,6.077418565750122,0.5,0.6,68.0,18903.25,32760.0,193.805,40.0,15147.77880859375,18116.0,pynvml
2026-03-31T04:20:22.039969+00:00,6.582834005355835,0.5,0.5,96.0,18903.25,32760.0,196.774,34.0,10181.11865234375,18116.0,pynvml
2026-03-31T04:20:22.546813+00:00,7.089674472808838,0.5,0.7,97.0,18903.25,32760.0,206.971,40.0,12768.34423828125,18116.0,pynvml
2026-03-31T04:20:23.051680+00:00,7.5945446491241455,0.5,0.6,91.0,18903.25,32760.0,196.733,40.0,13830.78466796875,18116.0,pynvml
2026-03-31T04:20:23.556947+00:00,8.09980845451355,0.5,0.6,96.0,18903.25,32760.0,188.039,40.0,13230.609375,18116.0,pynvml
2026-03-31T04:20:24.061642+00:00,8.604514122009277,0.5,0.5,97.0,18903.25,32760.0,197.413,36.0,10199.53857421875,18116.0,pynvml
2026-03-31T04:20:24.566371+00:00,9.109236240386963,0.5,0.6,100.0,18903.25,32760.0,197.845,40.0,13019.51806640625,18116.0,pynvml
2026-03-31T04:20:25.072400+00:00,9.615263938903809,0.5,0.6,67.0,18903.25,32760.0,190.72,41.0,13993.95458984375,18116.0,pynvml
2026-03-31T04:20:25.577484+00:00,10.120344400405884,0.5,0.5,97.0,18903.25,32760.0,196.82,35.0,10181.1181640625,18116.0,pynvml
2026-03-31T04:20:26.091979+00:00,10.634841442108154,0.5,0.7,97.0,18903.25,32760.0,201.254,42.0,12776.66845703125,18116.0,pynvml
2026-03-31T04:20:26.597132+00:00,11.139994621276855,0.5,0.6,65.0,18903.25,32760.0,190.667,42.0,15263.859375,18116.0,pynvml
2026-03-31T04:20:27.102231+00:00,11.645092725753784,0.5,0.5,97.0,18903.25,32760.0,204.345,37.0,10199.5400390625,18116.0,pynvml
2026-03-31T04:20:27.607228+00:00,12.15009093284607,0.5,0.7,100.0,18903.25,32760.0,211.336,43.0,12775.4208984375,18116.0,pynvml
2026-03-31T04:20:28.112657+00:00,12.655521154403687,0.5,0.6,94.0,18903.25,32760.0,191.797,42.0,14035.806640625,18116.0,pynvml
2026-03-31T04:20:28.618359+00:00,13.16122579574585,0.5,0.6,98.0,18903.25,32760.0,185.793,42.0,14835.36572265625,18116.0,pynvml
2026-03-31T04:20:29.124135+00:00,13.66699767112732,0.5,0.5,97.0,18903.25,32760.0,208.851,39.0,10199.541015625,18116.0,pynvml
2026-03-31T04:20:29.629150+00:00,14.17201018333435,0.5,0.6,82.0,18903.25,32760.0,202.158,42.0,14400.76220703125,18116.0,pynvml
2026-03-31T04:20:30.133684+00:00,14.67654538154602,0.5,0.6,95.0,18903.25,32760.0,190.691,43.0,13263.49462890625,18116.0,pynvml
2026-03-31T04:20:30.639337+00:00,15.182198762893677,0.5,0.5,97.0,18903.25,32760.0,199.493,39.0,10199.541015625,18116.0,pynvml
2026-03-31T04:20:31.144103+00:00,15.68696403503418,0.5,0.6,100.0,18903.25,32760.0,200.952,43.0,13771.857421875,18116.0,pynvml
2026-03-31T04:20:31.650482+00:00,16.193345546722412,0.5,0.6,70.0,18903.25,32760.0,192.431,44.0,15995.435546875,18116.0,pynvml
2026-03-31T04:20:32.155932+00:00,16.698795557022095,0.5,0.5,97.0,18903.25,32760.0,209.864,42.0,12763.64599609375,18116.0,pynvml
2026-03-31T04:20:32.661193+00:00,17.20406484603882,0.5,0.6,100.0,18903.25,32760.0,209.079,43.0,13893.85595703125,18116.0,pynvml
2026-03-31T04:20:33.166282+00:00,17.709145545959473,0.5,0.6,79.0,18903.25,32760.0,191.162,45.0,12587.25927734375,18116.0,pynvml
2026-03-31T04:20:33.671949+00:00,18.21480941772461,0.5,0.6,78.0,18903.25,32760.0,191.711,44.0,12072.44482421875,18116.0,pynvml
2026-03-31T04:20:34.177150+00:00,18.720011472702026,0.5,0.5,97.0,18903.25,32760.0,208.241,41.0,12763.529296875,18116.0,pynvml
2026-03-31T04:20:34.682078+00:00,19.22494125366211,0.5,0.6,100.0,18903.25,32760.0,204.685,44.0,15034.8603515625,18116.0,pynvml
2026-03-31T04:20:35.187354+00:00,19.73021697998047,0.5,0.6,97.0,18903.25,32760.0,192.503,46.0,13422.953125,18116.0,pynvml
2026-03-31T04:20:35.692590+00:00,20.23545241355896,0.5,0.5,97.0,18903.25,32760.0,197.723,41.0,10199.53759765625,18116.0,pynvml
2026-03-31T04:20:36.197750+00:00,20.740610599517822,0.5,0.6,100.0,18903.25,32760.0,201.116,45.0,13009.20654296875,18116.0,pynvml
2026-03-31T04:20:36.702955+00:00,21.245817184448242,0.5,0.8,29.0,18903.25,32760.0,178.884,46.0,13429.21630859375,18116.0,pynvml
2026-03-31T04:20:37.207988+00:00,21.750853300094604,0.5,0.5,98.0,18903.25,32760.0,189.859,42.0,10199.5400390625,18116.0,pynvml
2026-03-31T04:20:37.713746+00:00,22.25660729408264,0.5,0.6,100.0,18903.25,32760.0,195.603,46.0,14328.7041015625,18116.0,pynvml
2026-03-31T04:20:38.218966+00:00,22.761828422546387,0.5,0.7,97.0,18903.25,32760.0,197.273,40.0,10181.1181640625,18116.0,pynvml
2026-03-31T04:20:38.723805+00:00,23.266666650772095,0.5,0.6,97.0,18903.25,32760.0,199.01,44.0,12764.3876953125,18116.0,pynvml
2026-03-31T04:20:39.228734+00:00,23.771599769592285,0.5,0.6,67.0,18903.25,32760.0,197.366,44.0,13887.59765625,18116.0,pynvml
2026-03-31T04:20:39.734051+00:00,24.276915311813354,0.5,0.6,70.0,18903.25,32760.0,194.23,48.0,14131.06982421875,18116.0,pynvml
2026-03-31T04:20:40.240647+00:00,24.783520936965942,0.5,0.5,97.0,18903.25,32760.0,198.904,43.0,10199.53466796875,18116.0,pynvml
2026-03-31T04:20:40.745321+00:00,25.28818702697754,0.5,0.6,98.0,18903.25,32760.0,211.652,48.0,12790.72216796875,18116.0,pynvml
2026-03-31T04:20:41.250687+00:00,25.79354977607727,0.5,0.6,100.0,18903.25,32760.0,199.549,46.0,11549.82177734375,18116.0,pynvml
2026-03-31T04:20:41.755830+00:00,26.29870080947876,0.5,0.6,69.0,18903.25,32760.0,195.217,49.0,12642.46728515625,18116.0,pynvml
2026-03-31T04:20:42.261680+00:00,26.804542303085327,0.5,0.6,51.0,18903.25,32760.0,176.934,48.0,14504.50634765625,18116.0,pynvml
2026-03-31T04:20:42.766804+00:00,27.309665203094482,0.5,0.6,95.0,18903.25,32760.0,202.101,44.0,10199.5400390625,18116.0,pynvml
2026-03-31T04:20:43.271875+00:00,27.814737558364868,0.5,0.6,100.0,18903.25,32760.0,203.373,47.0,12749.30859375,18116.0,pynvml
2026-03-31T04:20:43.776472+00:00,28.319334983825684,0.5,0.6,69.0,18903.25,32760.0,192.075,49.0,13346.54736328125,18116.0,pynvml
2026-03-31T04:20:44.281710+00:00,28.824571132659912,0.5,0.6,94.0,18903.25,32760.0,194.766,43.0,10181.1181640625,18116.0,pynvml
2026-03-31T04:20:44.786573+00:00,29.329436779022217,0.5,0.6,100.0,18971.25,32760.0,208.185,50.0,12764.96337890625,18184.0,pynvml
2026-03-31T04:20:45.291979+00:00,29.83484196662903,0.5,0.6,67.0,18973.25,32760.0,197.876,50.0,12734.8759765625,18186.0,pynvml
2026-03-31T04:20:45.798207+00:00,30.341070652008057,0.5,0.6,97.0,18973.25,32760.0,186.363,51.0,14749.537109375,18186.0,pynvml
2026-03-31T04:20:46.303325+00:00,30.84618616104126,0.5,0.5,97.0,18973.25,32760.0,213.545,46.0,10199.5419921875,18186.0,pynvml
2026-03-31T04:20:46.808466+00:00,31.351328372955322,0.5,0.6,72.0,18973.25,32760.0,205.398,48.0,12623.14599609375,18186.0,pynvml
2026-03-31T04:20:47.313580+00:00,31.856443166732788,0.5,0.6,68.0,18973.25,32760.0,193.311,50.0,12582.2109375,18186.0,pynvml
2026-03-31T04:20:47.819255+00:00,32.36211633682251,0.5,0.6,97.0,18973.25,32760.0,192.592,51.0,15875.40673828125,18186.0,pynvml
2026-03-31T04:20:48.324143+00:00,32.867008447647095,0.5,0.5,98.0,18973.25,32760.0,209.702,51.0,12763.71826171875,18186.0,pynvml
2026-03-31T04:20:48.831800+00:00,33.37466740608215,0.5,0.6,100.0,18973.25,32760.0,211.833,51.0,15023.77001953125,18186.0,pynvml
2026-03-31T04:20:49.336573+00:00,33.87943363189697,0.5,0.6,97.0,18973.25,32760.0,195.273,44.0,10181.1181640625,18186.0,pynvml
