epoch,step,phase,start_time,end_time,duration_ms,gpu_mem_allocated_mb,gpu_mem_reserved_mb,mode,mode_label,batch_size,run_num
3,465,ema_update,1774931677.9977005,1774931678.0248349,27.134,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,465,optimizer_step,1774931677.8895464,1774931678.0291586,139.612,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,465,total_step,1774931677.5870576,1774931678.0332098,446.152,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,466,data_transfer,1774931678.1299436,1774931678.1304247,0.481,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,466,forward,1774931678.1337366,1774931678.29593,162.193,12265.1,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,466,backward,1774931678.300645,1774931678.4258883,125.243,12774.7,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,466,ema_update,1774931678.5377374,1774931678.564867,27.13,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,466,optimizer_step,1774931678.4295976,1774931678.5679045,138.307,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,466,total_step,1774931678.1299298,1774931678.5712528,441.323,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,467,data_transfer,1774931678.601607,1774931678.6020854,0.478,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,467,forward,1774931678.6052985,1774931678.7716615,166.363,12684.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,467,backward,1774931678.7749767,1774931678.9235697,148.593,12786.9,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,467,ema_update,1774931679.0354748,1774931679.0626764,27.202,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,467,optimizer_step,1774931678.9271946,1774931679.0672626,140.068,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,467,total_step,1774931678.6015947,1774931679.0708594,469.265,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,468,data_transfer,1774931679.104117,1774931679.1045976,0.481,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,468,forward,1774931679.107497,1774931679.2873025,179.805,12977.0,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,468,backward,1774931679.2909195,1774931679.4506643,159.745,12769.3,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,468,ema_update,1774931679.5640042,1774931679.591149,27.145,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,468,optimizer_step,1774931679.4556277,1774931679.5948665,139.239,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,468,total_step,1774931679.1041048,1774931679.598873,494.768,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,469,data_transfer,1774931679.6326425,1774931679.6331272,0.485,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,469,forward,1774931679.6364512,1774931679.816551,180.1,13063.1,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,469,backward,1774931679.820495,1774931679.9886675,168.173,12772.1,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,469,ema_update,1774931680.1008136,1774931680.127977,27.163,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,469,optimizer_step,1774931679.9923906,1774931680.1315367,139.146,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,469,total_step,1774931679.6326294,1774931680.1355703,502.941,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,470,data_transfer,1774931680.1726654,1774931680.1731446,0.479,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,470,forward,1774931680.1764224,1774931680.3166485,140.226,11393.7,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,470,backward,1774931680.32067,1774931680.409649,88.979,12770.9,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,470,ema_update,1774931680.521314,1774931680.5485036,27.189,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,470,optimizer_step,1774931680.413286,1774931680.5517588,138.473,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,470,total_step,1774931680.1726515,1774931680.555928,383.276,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,471,data_transfer,1774931680.5886192,1774931680.5890942,0.475,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,471,forward,1774931680.5921147,1774931680.776813,184.698,13192.3,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,471,backward,1774931680.7803402,1774931680.9511895,170.849,12770.9,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,471,ema_update,1774931681.0633256,1774931681.0906231,27.297,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,471,optimizer_step,1774931680.9550965,1774931681.0943398,139.243,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,471,total_step,1774931680.5886073,1774931681.097794,509.187,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,472,data_transfer,1774931681.1274347,1774931681.1279092,0.474,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,472,forward,1774931681.131161,1774931681.2886884,157.527,12188.0,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,472,backward,1774931681.2921245,1774931681.4168863,124.762,12771.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,472,ema_update,1774931681.5290215,1774931681.556134,27.112,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,472,optimizer_step,1774931681.4208615,1774931681.5596611,138.8,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,472,total_step,1774931681.1274226,1774931681.563834,436.411,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,473,data_transfer,1774931681.594409,1774931681.5948842,0.475,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,473,forward,1774931681.5986292,1774931681.764459,165.829,12612.8,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,473,backward,1774931681.769068,1774931681.908462,139.394,12771.8,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,473,ema_update,1774931682.0205874,1774931682.0477414,27.154,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,473,optimizer_step,1774931681.9123456,1774931682.0516295,139.284,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,473,total_step,1774931681.5943954,1774931682.05453,460.135,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,474,data_transfer,1774931682.0893931,1774931682.089882,0.489,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,474,forward,1774931682.0932138,1774931682.2761314,182.918,13297.3,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,474,backward,1774931682.279505,1774931682.4551823,175.677,12773.6,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,474,ema_update,1774931682.5672069,1774931682.5944104,27.204,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,474,optimizer_step,1774931682.4589531,1774931682.59874,139.787,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,474,total_step,1774931682.0893793,1774931682.6022053,512.826,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,475,data_transfer,1774931682.63526,1774931682.6357374,0.477,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,475,forward,1774931682.6388886,1774931682.823208,184.319,13229.0,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,475,backward,1774931682.828583,1774931682.9998689,171.286,12772.3,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,475,ema_update,1774931683.1119387,1774931683.1390836,27.145,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,475,optimizer_step,1774931683.0036094,1774931683.142715,139.106,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,475,total_step,1774931682.6352477,1774931683.1455193,510.272,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,476,data_transfer,1774931683.1769552,1774931683.1774347,0.479,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,476,forward,1774931683.1806664,1774931683.3527038,172.037,12716.6,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,476,backward,1774931683.3567836,1774931683.5070715,150.288,12788.3,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,476,ema_update,1774931683.618883,1774931683.646026,27.143,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,476,optimizer_step,1774931683.5105891,1774931683.649016,138.427,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,476,total_step,1774931683.1769423,1774931683.6526375,475.695,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,477,data_transfer,1774931683.7248862,1774931683.7253618,0.476,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,477,forward,1774931683.7289348,1774931683.9027176,173.783,12746.9,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,477,backward,1774931683.906468,1774931684.058907,152.439,12786.8,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,477,ema_update,1774931684.1712945,1774931684.198445,27.151,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,477,optimizer_step,1774931684.0630507,1774931684.20234,139.289,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,477,total_step,1774931683.7248726,1774931684.2060995,481.227,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,478,data_transfer,1774931684.239621,1774931684.2400982,0.477,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,478,forward,1774931684.2436807,1774931684.4286988,185.018,13227.6,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,478,backward,1774931684.4323828,1774931684.6037765,171.394,12772.7,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,478,ema_update,1774931684.7149365,1774931684.7420902,27.154,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,478,optimizer_step,1774931684.6067188,1774931684.7458944,139.176,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,478,total_step,1774931684.2396083,1774931684.7490425,509.434,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,479,data_transfer,1774931684.805103,1774931684.8055737,0.47,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,479,forward,1774931684.808956,1774931684.9853213,176.365,12947.5,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,479,backward,1774931684.9890168,1774931685.1484835,159.467,12785.3,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,479,ema_update,1774931685.26002,1774931685.2872355,27.216,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,479,optimizer_step,1774931685.1518977,1774931685.291046,139.148,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,479,total_step,1774931684.8050897,1774931685.2946022,489.513,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,480,data_transfer,1774931685.3215463,1774931685.3220265,0.48,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,480,forward,1774931685.3252044,1774931685.481787,156.583,12245.3,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,480,backward,1774931685.4857955,1774931685.6100216,124.226,12765.3,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,480,ema_update,1774931685.7222216,1774931685.749395,27.173,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,480,optimizer_step,1774931685.613989,1774931685.7541685,140.179,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,480,total_step,1774931685.321519,1774931685.7584302,436.912,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,481,data_transfer,1774931685.812921,1774931685.8134,0.479,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,481,forward,1774931685.8168678,1774931685.9926364,175.769,13039.6,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,481,backward,1774931685.9962373,1774931686.163366,167.129,12772.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,481,ema_update,1774931686.2750828,1774931686.3022163,27.133,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,481,optimizer_step,1774931686.1668406,1774931686.3058274,138.987,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,481,total_step,1774931685.8129077,1774931686.309353,496.446,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,482,data_transfer,1774931686.340396,1774931686.3408675,0.472,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,482,forward,1774931686.3440516,1774931686.530002,185.951,13260.1,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,482,backward,1774931686.533382,1774931686.7070365,173.655,12773.5,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,482,ema_update,1774931686.8193266,1774931686.8464775,27.151,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,482,optimizer_step,1774931686.711208,1774931686.849897,138.689,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,482,total_step,1774931686.3403838,1774931686.8530805,512.697,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,483,data_transfer,1774931686.886142,1774931686.8866155,0.473,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,483,forward,1774931686.8899753,1774931687.0617087,171.733,12716.6,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,483,backward,1774931687.0661724,1774931687.2163866,150.214,12788.3,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,483,ema_update,1774931687.3291652,1774931687.3563075,27.142,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,483,optimizer_step,1774931687.2209284,1774931687.3599286,139.0,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,483,total_step,1774931686.8861284,1774931687.3633523,477.224,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,484,data_transfer,1774931687.3948717,1774931687.395351,0.479,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,484,forward,1774931687.3988955,1774931687.565233,166.337,12639.0,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,484,backward,1774931687.569134,1774931687.708868,139.734,12769.7,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,484,ema_update,1774931687.8222363,1774931687.8493886,27.152,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,484,optimizer_step,1774931687.7139995,1774931687.85527,141.27,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,484,total_step,1774931687.3948588,1774931687.8586197,463.761,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,485,data_transfer,1774931687.8898754,1774931687.8903456,0.47,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,485,forward,1774931687.893419,1774931688.079951,186.532,13377.7,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,485,backward,1774931688.083657,1774931688.2601185,176.461,12783.3,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,485,ema_update,1774931688.372264,1774931688.39943,27.166,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,485,optimizer_step,1774931688.264027,1774931688.4031696,139.143,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,485,total_step,1774931687.889863,1774931688.4066274,516.764,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,486,data_transfer,1774931688.438692,1774931688.4391613,0.469,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,486,forward,1774931688.4429688,1774931688.627887,184.918,13227.6,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,486,backward,1774931688.6315262,1774931688.8027906,171.264,12772.7,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,486,ema_update,1774931688.9149685,1774931688.942107,27.139,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,486,optimizer_step,1774931688.806635,1774931688.9459002,139.266,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,486,total_step,1774931688.4386797,1774931688.9494836,510.804,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,487,data_transfer,1774931688.983587,1774931688.9840555,0.468,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,487,forward,1774931688.9883645,1774931689.123539,135.175,11138.7,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,487,backward,1774931689.1272414,1774931689.2048948,77.653,12772.3,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,487,ema_update,1774931689.3162875,1774931689.3434503,27.163,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,487,optimizer_step,1774931689.208202,1774931689.347226,139.024,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,487,total_step,1774931688.9835744,1774931689.3509555,367.381,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,488,data_transfer,1774931689.3837738,1774931689.3842475,0.474,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,488,forward,1774931689.387601,1774931689.567626,180.025,13227.6,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,488,backward,1774931689.5719128,1774931689.7432942,171.381,12772.7,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,488,ema_update,1774931689.8550055,1774931689.8821504,27.145,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,488,optimizer_step,1774931689.7468767,1774931689.8857207,138.844,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,488,total_step,1774931689.383761,1774931689.8891242,505.363,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,489,data_transfer,1774931689.9177375,1774931689.9182153,0.478,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,489,forward,1774931689.9216044,1774931690.0827005,161.096,12234.0,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,489,backward,1774931690.086735,1774931690.2100968,123.362,12769.7,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,489,ema_update,1774931690.3217778,1774931690.3489552,27.177,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,489,optimizer_step,1774931690.2136204,1774931690.3526323,139.012,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,489,total_step,1774931689.9177234,1774931690.356697,438.974,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,490,data_transfer,1774931690.3883264,1774931690.3887963,0.47,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,490,forward,1774931690.392044,1774931690.5524857,160.442,12125.9,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,490,backward,1774931690.5564375,1774931690.6783123,121.875,12768.9,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,490,ema_update,1774931690.7902937,1774931690.8173923,27.099,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,490,optimizer_step,1774931690.6821375,1774931690.821463,139.326,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,490,total_step,1774931690.388314,1774931690.8250847,436.771,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,491,data_transfer,1774931690.8565626,1774931690.857031,0.469,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,491,forward,1774931690.8599942,1774931691.0147982,154.804,12109.9,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,491,backward,1774931691.018777,1774931691.1426563,123.88,12767.8,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,491,ema_update,1774931691.254873,1774931691.2820346,27.162,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,491,optimizer_step,1774931691.146519,1774931691.2855415,139.023,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,491,total_step,1774931690.85655,1774931691.291103,434.553,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,492,data_transfer,1774931691.3233747,1774931691.32386,0.485,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,492,forward,1774931691.327209,1774931691.4826193,155.41,12036.8,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,492,backward,1774931691.486882,1774931691.6023688,115.487,12772.3,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,492,ema_update,1774931691.7143269,1774931691.74147,27.143,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,492,optimizer_step,1774931691.6061518,1774931691.744841,138.689,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,492,total_step,1774931691.3233624,1774931691.7488716,425.509,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,493,data_transfer,1774931691.7830777,1774931691.7835531,0.475,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,493,forward,1774931691.7872703,1774931691.9261816,138.911,11218.8,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,493,backward,1774931691.9302485,1774931692.0118277,81.579,12768.9,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,493,ema_update,1774931692.1235402,1774931692.1506872,27.147,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,493,optimizer_step,1774931692.015406,1774931692.154982,139.576,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,493,total_step,1774931691.783065,1774931692.15875,375.685,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,494,data_transfer,1774931692.1925547,1774931692.1930325,0.478,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,494,forward,1774931692.19597,1774931692.348112,152.142,11769.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,494,backward,1774931692.3516295,1774931692.4630797,111.45,12767.1,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,494,ema_update,1774931692.5754468,1774931692.6025894,27.143,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,494,optimizer_step,1774931692.467315,1774931692.6076176,140.303,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,494,total_step,1774931692.1925418,1774931692.612882,420.34,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,495,data_transfer,1774931692.6459231,1774931692.6463969,0.474,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,495,forward,1774931692.649866,1774931692.823841,173.975,12815.5,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,495,backward,1774931692.8277414,1774931692.9820273,154.286,12786.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,495,ema_update,1774931693.0944002,1774931693.12154,27.14,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,495,optimizer_step,1774931692.9862351,1774931693.1251132,138.878,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,495,total_step,1774931692.64591,1774931693.1288722,482.962,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,496,data_transfer,1774931693.1600742,1774931693.1605551,0.481,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,496,forward,1774931693.1635077,1774931693.3241315,160.624,12396.0,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,496,backward,1774931693.3277698,1774931693.4605212,132.751,12770.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,496,ema_update,1774931693.572808,1774931693.5999548,27.147,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,496,optimizer_step,1774931693.4644864,1774931693.6033175,138.831,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,496,total_step,1774931693.1600618,1774931693.6069815,446.92,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,497,data_transfer,1774931693.6380355,1774931693.6385102,0.475,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,497,forward,1774931693.6413968,1774931693.790784,149.387,11656.8,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,497,backward,1774931693.7943482,1774931693.8998148,105.467,12773.6,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,497,ema_update,1774931694.012511,1774931694.039693,27.182,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,497,optimizer_step,1774931693.9041207,1774931694.0434084,139.288,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,497,total_step,1774931693.6380224,1774931694.0465949,408.572,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,498,data_transfer,1774931694.080474,1774931694.0809562,0.482,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,498,forward,1774931694.08445,1774931694.2691755,184.726,13298.6,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,498,backward,1774931694.2730649,1774931694.4428174,169.753,12778.9,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,498,ema_update,1774931694.5549033,1774931694.5820513,27.148,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,498,optimizer_step,1774931694.446578,1774931694.5862284,139.65,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,498,total_step,1774931694.0804608,1774931694.5902126,509.752,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,499,data_transfer,1774931694.6224964,1774931694.622964,0.468,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,499,forward,1774931694.626316,1774931694.797512,171.196,12742.1,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,499,backward,1774931694.80098,1774931694.9518938,150.914,12791.9,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,499,ema_update,1774931695.063806,1774931695.0909488,27.143,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,499,optimizer_step,1774931694.955487,1774931695.0944912,139.004,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,499,total_step,1774931694.622483,1774931695.0990906,476.608,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,500,data_transfer,1774931695.130559,1774931695.131037,0.478,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,500,forward,1774931695.1346958,1774931695.304673,169.977,12635.5,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,500,backward,1774931695.3084347,1774931695.4550576,146.623,12786.1,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,500,ema_update,1774931695.567407,1774931695.59456,27.153,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,500,optimizer_step,1774931695.459206,1774931695.5981936,138.988,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,500,total_step,1774931695.130546,1774931695.6017492,471.203,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,501,data_transfer,1774931695.6357915,1774931695.636265,0.473,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,501,forward,1774931695.63962,1774931695.798743,159.123,12132.6,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,501,backward,1774931695.8024452,1774931695.928037,125.592,12772.9,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,501,ema_update,1774931696.0413122,1774931696.068478,27.166,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,501,optimizer_step,1774931695.9330485,1774931696.0724974,139.449,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,501,total_step,1774931695.6357794,1774931696.076115,440.335,10194.2,16574.0,finegrained,Mode 3 Fine-Grained,1,1
3,502,data_transfer,1774931696.1089387,1774931696.1094103,0.472,10203.4,16574.0,finegrained,Mode 3 Fine-Grained,1,1
