epoch,step,loss,total_step_ms,data_transfer_ms,forward_ms,backward_ms,optimizer_step_ms,ema_update_ms,step_start_time,step_end_time
2,146,0.059197,568.576,0.864,270.012,145.08,139.007,27.148,1774931234.0579996,1774931234.6292279
2,147,0.039648,592.431,0.863,276.807,161.383,139.484,27.138,1774931234.6777256,1774931235.273428
2,148,0.054389,581.396,0.875,275.025,153.958,137.861,27.164,1774931235.3230534,1774931235.9068925
2,149,0.046596,532.565,0.875,256.939,121.841,138.736,27.121,1774931235.9569902,1774931236.4921458
2,150,0.043169,699.434,0.865,316.545,229.563,139.17,27.112,1774931236.5432246,1774931237.2454004
2,151,0.062121,705.094,0.866,319.788,231.849,138.691,27.129,1774931237.2994614,1774931238.0071678
2,152,0.041316,799.345,0.87,349.025,297.482,139.11,27.152,1774931238.0527732,1774931238.854811
2,153,0.056589,567.538,0.872,269.255,145.2,138.569,27.15,1774931238.898948,1774931239.4692113
2,154,0.043394,645.916,0.878,298.018,193.347,138.667,27.138,1774931239.5178514,1774931240.1664038
2,155,0.055255,782.42,0.864,343.269,284.22,138.851,27.16,1774931240.2138677,1774931240.9989746
2,156,0.042596,803.504,0.868,349.209,299.609,139.004,27.122,1774931241.0471106,1774931241.8536623
2,157,0.043503,495.93,0.866,244.802,98.744,138.453,27.195,1774931241.8962972,1774931242.3958514
2,158,0.058462,626.162,0.877,290.456,180.898,138.828,27.152,1774931242.446459,1774931243.0754726
2,159,0.043478,557.112,0.862,263.218,140.194,139.552,27.137,1774931243.1279714,1774931243.6879675
2,160,0.038628,767.612,0.877,338.512,275.127,138.64,27.16,1774931243.73498,1774931244.5058482
2,161,0.040473,645.871,0.865,297.203,193.766,139.141,27.129,1774931244.5546956,1774931245.2035391
2,162,0.040119,560.886,0.88,266.621,140.243,138.807,27.134,1774931245.2521138,1774931245.8158386
2,163,0.065829,719.422,0.903,322.569,241.914,139.362,27.147,1774931245.8655102,1774931246.5878453
2,164,0.043617,625.673,0.875,290.804,179.929,139.645,27.13,1774931246.636991,1774931247.2656074
2,165,0.047839,643.481,0.871,296.856,191.671,139.148,27.146,1774931247.313024,1774931247.9593909
2,166,0.037838,634.451,0.873,292.803,185.06,139.342,27.147,1774931248.0147946,1774931248.652287
2,167,0.050551,617.766,0.863,286.539,176.571,139.02,27.136,1774931248.7041714,1774931249.3247414
2,168,0.040442,582.499,0.865,274.549,154.512,139.25,27.168,1774931249.373146,1774931249.9585626
2,169,0.03805,567.311,0.869,267.395,145.581,138.62,27.143,1774931250.013021,1774931250.583301
2,170,0.043042,684.597,0.872,312.369,216.703,139.784,27.136,1774931250.6359463,1774931251.3238397
2,171,0.033372,633.96,0.86,293.098,185.53,138.843,27.124,1774931251.3663168,1774931252.003529
2,172,0.036083,713.539,0.862,320.577,238.401,139.177,27.106,1774931252.051063,1774931252.767804
2,173,0.033965,731.512,0.867,325.252,250.164,139.014,27.087,1774931252.8117762,1774931253.546438
2,174,0.033907,783.408,0.87,344.14,285.437,138.635,27.135,1774931253.595153,1774931254.3812957
2,175,0.033787,701.538,0.866,316.981,229.119,139.332,27.219,1774931254.4255986,1774931255.1311247
2,176,0.033431,560.902,0.871,268.115,138.325,139.228,27.064,1774931255.2780638,1774931255.8422217
2,177,0.037097,639.824,0.873,294.437,189.909,139.678,27.158,1774931255.8843508,1774931256.527429
2,178,0.033135,659.406,0.87,300.383,203.414,139.531,27.139,1774931256.5752506,1774931257.2378385
2,179,0.031784,697.03,0.868,315.864,227.934,139.132,27.128,1774931257.2877657,1774931257.9877856
2,180,0.038943,526.863,0.871,255.42,117.992,139.127,27.104,1774931258.0480614,1774931258.578141
2,181,0.035815,646.087,0.865,296.904,192.725,139.684,27.163,1774931258.628389,1774931259.277716
2,182,0.035439,680.039,0.865,312.847,212.621,139.87,27.105,1774931259.3504784,1774931260.0334787
2,183,0.034822,596.775,0.865,277.104,161.722,138.735,27.136,1774931260.0839372,1774931260.6831763
2,184,0.033666,760.104,0.87,335.898,268.96,139.546,27.187,1774931260.7369964,1774931261.4999533
2,185,0.0316,620.167,0.861,287.552,176.099,138.917,27.122,1774931261.5484362,1774931262.1765316
2,186,0.032732,535.204,0.876,254.112,126.719,139.396,27.095,1774931262.2222044,1774931262.760191
2,187,0.030403,550.922,0.867,261.027,130.302,139.482,27.431,1774931262.8113546,1774931263.3654156
2,188,0.031612,547.652,0.865,259.789,132.497,139.671,27.13,1774931263.4150288,1774931263.9659631
2,189,0.030318,700.245,0.867,316.788,229.571,138.821,27.143,1774931264.00935,1774931264.7127244
2,190,0.031413,633.703,0.865,292.915,186.148,139.271,27.121,1774931264.764486,1774931265.4018877
2,191,0.02961,697.489,0.866,313.9,229.311,138.778,27.132,1774931265.4527633,1774931266.153362
2,192,0.030181,715.807,0.862,322.446,238.382,139.332,27.184,1774931266.199025,1774931266.9181104
2,193,0.02852,617.138,0.883,286.312,175.598,139.563,27.102,1774931266.9691346,1774931267.5893438
2,194,0.029249,794.547,0.876,347.56,292.418,139.851,27.121,1774931267.6327326,1774931268.429558
2,195,0.02812,553.382,0.872,262.263,137.092,139.121,27.096,1774931268.479329,1774931269.0354435
2,196,0.028524,549.559,0.872,258.194,137.462,139.773,27.152,1774931269.0797455,1774931269.6320693
2,197,0.027781,728.374,0.873,325.154,249.002,139.03,27.123,1774931269.6799767,1774931270.4110067
2,198,0.027618,636.286,0.868,294.089,188.453,138.982,27.122,1774931270.4603093,1774931271.0996928
2,199,0.027525,783.607,0.87,340.879,286.57,139.673,27.12,1774931271.147168,1774931271.9338386
2,200,0.027432,644.402,0.866,296.598,192.764,139.229,27.097,1774931271.9774182,1774931272.6249063
3,201,0.026693,551.51,0.868,262.182,135.005,139.039,27.088,1774931272.671316,1774931273.2258391
3,202,0.026418,590.077,0.875,272.503,161.149,139.574,27.175,1774931273.2765849,1774931273.8697698
3,203,0.025648,659.237,0.875,298.187,206.675,139.403,27.138,1774931273.9198508,1774931274.5821803
3,204,0.025721,505.023,0.87,246.566,104.122,139.234,27.138,1774931274.6336114,1774931275.1415207
3,205,0.025371,655.144,0.867,299.507,200.243,138.805,27.148,1774931275.1936116,1774931275.8517523
3,206,0.025791,615.797,0.876,285.426,175.49,139.361,27.128,1774931275.9017122,1774931276.5207746
3,207,0.025186,653.602,0.864,298.901,199.947,139.245,27.154,1774931276.5697343,1774931277.2261634
3,208,0.025499,517.458,0.867,247.85,113.258,139.779,27.117,1774931277.2733343,1774931277.7943518
3,209,0.025066,554.59,0.869,262.562,136.734,139.041,27.165,1774931277.8457098,1774931278.4031012
3,210,0.025094,581.102,0.873,271.825,153.893,138.943,27.088,1774931278.444951,1774931279.0288951
3,211,0.024912,553.674,0.867,260.4,137.251,140.11,27.177,1774931279.0929317,1774931279.6495867
3,212,0.024234,627.44,0.864,289.515,182.009,138.777,27.081,1774931279.6993153,1774931280.3299139
3,213,0.024191,594.14,0.872,275.928,163.716,138.577,27.187,1774931280.3778086,1774931280.9750252
3,214,0.023638,648.548,0.869,296.575,196.079,139.723,27.149,1774931281.0299125,1774931281.6812634
3,215,0.02425,764.196,0.861,338.054,270.603,139.331,27.127,1774931281.73099,1774931282.498302
3,216,0.023973,700.221,0.875,317.155,227.397,139.184,27.12,1774931282.5982764,1774931283.3017058
3,217,0.023837,627.889,0.872,287.741,185.21,139.076,27.108,1774931283.3630185,1774931283.9944985
3,218,0.022631,703.184,0.868,317.653,230.139,139.156,27.082,1774931284.0442767,1774931284.750486
3,219,0.023425,642.774,0.864,293.652,193.762,139.256,27.113,1774931284.7961204,1774931285.4415402
3,220,0.025741,583.512,0.868,273.947,153.989,139.189,27.081,1774931285.570205,1774931286.156852
3,221,0.023279,597.428,0.868,277.478,164.708,139.417,27.45,1774931286.198731,1774931286.7993906
3,222,0.023314,630.932,0.864,293.145,182.302,139.299,27.121,1774931286.9103804,1774931287.5444179
3,223,0.022975,729.912,0.865,325.583,249.023,139.078,27.113,1774931287.5913103,1774931288.324225
3,224,0.023025,736.673,0.88,326.398,255.227,139.535,27.118,1774931288.3762505,1774931289.1159291
3,225,0.022357,616.774,0.882,286.564,175.761,138.879,27.107,1774931289.158408,1774931289.7784731
3,226,0.02269,702.185,0.868,317.112,229.023,139.671,27.163,1774931289.8212264,1774931290.5268998
3,227,0.022126,789.381,0.868,345.11,290.002,139.273,27.122,1774931290.653934,1774931291.4464407
3,228,0.022346,693.013,0.865,315.288,222.246,140.027,27.124,1774931291.49769,1774931292.1937523
3,229,0.022405,684.002,0.869,312.725,216.39,139.091,27.14,1774931292.2429237,1774931292.9300885
3,230,0.021629,631.444,0.873,291.258,185.853,139.365,27.119,1774931292.9785252,1774931293.6128948
3,231,0.022028,710.317,0.862,321.347,234.883,138.955,27.138,1774931293.6652093,1774931294.3785067
