project_name,run_num,sample_interval_s,epochs_observed,steps_observed,wall_time_s,mean_total_step_ms,std_total_step_ms,mean_forward_ms,mean_backward_ms,mean_optimizer_step_ms,mean_ema_update_ms,final_loss,codecarbon_gpu_energy_kwh
vjepa2,3,0.5,5,431,300.611,640.653,73.856,294.306,191.192,139.37,27.142,0.011538,0.016227781037770228
