task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Step #1,2026-03-30T23:43:04,vjepa2,f2af6e22-a3bf-4652-8895-75a73a59ab3b,0.7441623900085688,4.1515953805031305e-07,5.574892163068897e-07,360.0,137.3641115571273,10.0,7.481554411351681e-05,2.854752283809603e-05,2.078158248008953e-06,0.00010544122519962179,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #2,2026-03-30T23:43:04,vjepa2,f2af6e22-a3bf-4652-8895-75a73a59ab3b,0.7636451944708824,4.863753518529889e-07,6.366332371993722e-07,360.0,211.96031195099087,10.0,7.641418315470218e-05,4.49917026585922e-05,2.122561219665739e-06,0.00012352844703296013,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #3,2026-03-30T23:43:05,vjepa2,f2af6e22-a3bf-4652-8895-75a73a59ab3b,0.6014143154025078,3.683735666612644e-07,6.122726227795559e-07,360.0,189.32290503571363,10.0,6.0217342711985116e-05,3.166863644565865e-05,1.6726570773041908e-06,9.355863623494796e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #4,2026-03-30T23:43:06,vjepa2,f2af6e22-a3bf-4652-8895-75a73a59ab3b,0.6809009686112404,4.234124870538047e-07,6.215681035222134e-07,360.0,198.30848350151044,10.0,6.812009364366532e-05,3.752503001663854e-05,1.8921657620618736e-06,0.00010753728942236574,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #5,2026-03-30T23:43:06,vjepa2,f2af6e22-a3bf-4652-8895-75a73a59ab3b,0.49891046807169914,3.065497650665145e-07,6.141252217201501e-07,360.0,190.88438281672583,10.0,4.997149277478457e-05,2.6497243425183115e-05,1.3880389690813096e-06,7.785677516904908e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #6,2026-03-30T23:43:07,vjepa2,f2af6e22-a3bf-4652-8895-75a73a59ab3b,0.6825162079185247,4.362106221689898e-07,6.388746093616652e-07,360.0,202.02213216797531,10.0,6.97234883904457e-05,3.912753130208557e-05,1.936709435863628e-06,0.00011078772912839481,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #7,2026-03-30T23:43:08,vjepa2,f2af6e22-a3bf-4652-8895-75a73a59ab3b,0.627398781478405,3.9451660368519203e-07,6.285597676643397e-07,360.0,203.46352325749783,10.0,6.290061492472888e-05,3.5550583994847784e-05,1.7471832481937276e-06,0.00010019838216777032,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #8,2026-03-30T23:43:09,vjepa2,f2af6e22-a3bf-4652-8895-75a73a59ab3b,0.789502615109086,4.962119741482024e-07,6.283347959700032e-07,360.0,201.23530732725956,10.0,7.942332085222008e-05,4.439725773863756e-05,2.2061502147052025e-06,0.00012602672880556278,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #9,2026-03-30T23:43:09,vjepa2,f2af6e22-a3bf-4652-8895-75a73a59ab3b,0.6152442563325167,3.775248300449053e-07,6.133166768265328e-07,360.0,190.63290630878188,10.0,6.156902275979517e-05,3.260363719448378e-05,1.7101922382911042e-06,9.588285219257003e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #10,2026-03-30T23:43:10,vjepa2,f2af6e22-a3bf-4652-8895-75a73a59ab3b,0.6369752790778875,4.112390599302301e-07,6.42385807075204e-07,360.0,208.56969728968593,10.0,6.498809158802035e-05,3.765225233820502e-05,1.8051676296939464e-06,0.00010444551155591936,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
