task_name,loss
Step #1,0.8636147975921631
Step #2,0.7407234907150269
Step #3,0.6940140724182129
Step #4,0.6590845584869385
Step #5,0.6384978890419006
Step #6,0.6188846826553345
Step #7,0.6052529215812683
Step #8,0.5874398946762085
Step #9,0.5675386190414429
Step #10,0.5462771058082581
Step #11,0.5221441388130188
Step #12,0.4990542232990265
Step #13,0.4721866846084595
Step #14,0.4431461691856384
Step #15,0.4212287366390228
Step #16,0.39395782351493835
Step #17,0.3814108371734619
Step #18,0.351615846157074
Step #19,0.33132150769233704
Step #20,0.31404340267181396
Step #21,0.3002609610557556
Step #22,0.28912124037742615
Step #23,0.2745729684829712
Step #24,0.267015278339386
Step #25,0.25401920080184937
Step #26,0.25036630034446716
Step #27,0.24418476223945618
Step #28,0.23768937587738037
Step #29,0.23070797324180603
Step #30,0.23370327055454254
Step #31,0.23288294672966003
Step #32,0.23775877058506012
Step #33,0.2276814877986908
Step #34,0.2320280820131302
Step #35,0.24571067094802856
Step #36,0.23561836779117584
Step #37,0.24950778484344482
Step #38,0.22422310709953308
Step #39,0.2409764528274536
Step #40,0.22986963391304016
Step #41,0.22303256392478943
Step #42,0.22443747520446777
Step #43,0.2289816439151764
Step #44,0.21793191134929657
Step #45,0.20651915669441223
Step #46,0.19970962405204773
Step #47,0.1992395669221878
Step #48,0.18565095961093903
Step #49,0.18534472584724426
Step #50,0.1763036549091339
Step #51,0.17035609483718872
Step #52,0.16860175132751465
Step #53,0.1593380570411682
Step #54,0.15863671898841858
Step #55,0.1470167636871338
Step #56,0.1487131118774414
Step #57,0.1445852816104889
Step #58,0.13633769750595093
Step #59,0.13354933261871338
Step #60,0.1281772404909134
Step #61,0.1347769796848297
Step #62,0.1192130520939827
Step #63,0.11367136240005493
Step #64,0.10918023437261581
Step #65,0.10778297483921051
Step #66,0.10399405658245087
Step #67,0.11054135859012604
Step #68,0.09863804280757904
Step #69,0.09431838244199753
Step #70,0.09458320587873459
Step #71,0.09002959728240967
Step #72,0.08918865770101547
Step #73,0.08634544909000397
Step #74,0.08374086022377014
Step #75,0.08453147858381271
Step #76,0.07964096963405609
Step #77,0.0812910944223404
Step #78,0.07676897943019867
Step #79,0.07433803379535675
Step #80,0.07360126078128815
Step #81,0.07139966636896133
Step #82,0.07014141976833344
Step #83,0.06629854440689087
Step #84,0.0677022710442543
Step #85,0.06657003611326218
Step #86,0.0647483617067337
Step #87,0.06268859654664993
Step #88,0.06182679533958435
Step #89,0.06065808981657028
Step #90,0.060126177966594696
Step #91,0.05844850093126297
Step #92,0.057268235832452774
Step #93,0.057415008544921875
Step #94,0.055004626512527466
Step #95,0.05441837012767792
Step #96,0.05345514416694641
Step #97,0.053160879760980606
Step #98,0.052464134991168976
Step #99,0.0531512014567852
Step #100,0.05235390365123749
Step #101,0.05162850394845009
Step #102,0.0502673014998436
Step #103,0.04809102043509483
Step #104,0.047413524240255356
Step #105,0.04648640379309654
Step #106,0.04590219259262085
Step #107,0.046333909034729004
Step #108,0.057156480848789215
Step #109,0.06407562643289566
Step #110,0.0497080460190773
Step #111,0.0428941547870636
Step #112,0.05416317284107208
Step #113,0.06358064711093903
Step #114,0.0439244881272316
Step #115,0.045205213129520416
Step #116,0.06152920424938202
Step #117,0.04061710461974144
Step #118,0.04569824039936066
Step #119,0.052018966525793076
Step #120,0.03988722711801529
Step #121,0.04105466604232788
Step #122,0.04554203897714615
Step #123,0.0387280136346817
Step #124,0.03739412501454353
Step #125,0.0429757758975029
Step #126,0.037824779748916626
Step #127,0.03582288697361946
Step #128,0.04203813895583153
Step #129,0.037766508758068085
Step #130,0.03444132208824158
Step #131,0.036570340394973755
Step #132,0.03630299121141434
Step #133,0.033659324049949646
Step #134,0.03566359728574753
Step #135,0.035001806914806366
Step #136,0.032386455684900284
Step #137,0.032602064311504364
Step #138,0.033576931804418564
Step #139,0.03109799139201641
Step #140,0.03147697448730469
Step #141,0.0326647013425827
Step #142,0.032231565564870834
Step #143,0.0297430120408535
Step #144,0.03168651461601257
Step #145,0.03534376248717308
Step #146,0.030046703293919563
Step #147,0.029304124414920807
Step #148,0.029395632445812225
Step #149,0.028850408270955086
Step #150,0.02783241868019104
Step #151,0.02936980128288269
Step #152,0.028108004480600357
Step #153,0.027143217623233795
Step #154,0.02774837613105774
Step #155,0.027093688026070595
Step #156,0.026935452595353127
Step #157,0.026655707508325577
Step #158,0.029598183929920197
Step #159,0.032286182045936584
Step #160,0.028198767453432083
Step #161,0.02610066533088684
Step #162,0.03479405492544174
Step #163,0.03258848935365677
Step #164,0.02512899413704872
Step #165,0.03167128562927246
Step #166,0.032646700739860535
Step #167,0.02458840422332287
Step #168,0.02777833491563797
Step #169,0.03200683370232582
Step #170,0.025548718869686127
Step #171,0.024424461647868156
Step #172,0.02601105347275734
Step #173,0.024564962834119797
Step #174,0.023150987923145294
Step #175,0.023302683606743813
Step #176,0.023058027029037476
Step #177,0.024203810840845108
Step #178,0.02947692945599556
Step #179,0.027131695300340652
Step #180,0.02412821725010872
Step #181,0.02503921277821064
Step #182,0.0263090617954731
