task_name,loss
Step #1,0.8578023314476013
Step #2,0.7380490303039551
Step #3,0.6968591213226318
Step #4,0.6632838845252991
Step #5,0.6415913105010986
Step #6,0.6271045207977295
Step #7,0.6119298934936523
Step #8,0.5992708206176758
Step #9,0.5722297430038452
Step #10,0.549121618270874
Step #11,0.5223981142044067
Step #12,0.4918580949306488
Step #13,0.46217378973960876
Step #14,0.42915087938308716
Step #15,0.40115824341773987
Step #16,0.37098491191864014
Step #17,0.34408730268478394
Step #18,0.31904900074005127
Step #19,0.29728496074676514
Step #20,0.27694129943847656
Step #21,0.2620675563812256
Step #22,0.2626382112503052
Step #23,0.23869067430496216
Step #24,0.22358772158622742
Step #25,0.21704578399658203
Step #26,0.20920036733150482
Step #27,0.2016347050666809
Step #28,0.20218126475811005
Step #29,0.19004929065704346
Step #30,0.19791214168071747
Step #31,0.19073328375816345
Step #32,0.1878807693719864
Step #33,0.17325352132320404
Step #34,0.1909518837928772
Step #35,0.1668466478586197
Step #36,0.1761743426322937
Step #37,0.17179399728775024
Step #38,0.15988731384277344
Step #39,0.16188791394233704
Step #40,0.16838502883911133
Step #41,0.1507139801979065
Step #42,0.15311095118522644
Step #43,0.14852723479270935
Step #44,0.1442701816558838
Step #45,0.13978050649166107
Step #46,0.14288821816444397
Step #47,0.13517150282859802
Step #48,0.13282069563865662
Step #49,0.13369596004486084
Step #50,0.12969955801963806
Step #51,0.12732261419296265
Step #52,0.1268082857131958
Step #53,0.12415643036365509
Step #54,0.12189721316099167
Step #55,0.12029922008514404
Step #56,0.11684484779834747
Step #57,0.11166265606880188
Step #58,0.11155103147029877
Step #59,0.11033013463020325
Step #60,0.10949155688285828
Step #61,0.10605455935001373
Step #62,0.10823369026184082
Step #63,0.10332539677619934
Step #64,0.10355764627456665
Step #65,0.10007666051387787
Step #66,0.10184738785028458
Step #67,0.0975770354270935
Step #68,0.10404106974601746
Step #69,0.09320074319839478
Step #70,0.09247611463069916
Step #71,0.09149721264839172
Step #72,0.08709587901830673
Step #73,0.08748838305473328
Step #74,0.08673258125782013
Step #75,0.08625783026218414
Step #76,0.08630664646625519
Step #77,0.08742640912532806
Step #78,0.08287925273180008
Step #79,0.08708375692367554
Step #80,0.08048398792743683
Step #81,0.09012644737958908
Step #82,0.07617196440696716
Step #83,0.08240528404712677
Step #84,0.07841157913208008
Step #85,0.07606502622365952
Step #86,0.07519058883190155
Step #87,0.07110237330198288
Step #88,0.0751308798789978
Step #89,0.06849907338619232
Step #90,0.07135675847530365
Step #91,0.06539498269557953
Step #92,0.06706713140010834
Step #93,0.0653449147939682
Step #94,0.06440721452236176
Step #95,0.06790465116500854
Step #96,0.062216922640800476
Step #97,0.0746670663356781
Step #98,0.06136243790388107
Step #99,0.06550350040197372
Step #100,0.0588766485452652
Step #101,0.061277322471141815
Step #102,0.06814681738615036
Step #103,0.07228121161460876
Step #104,0.059822116047143936
Step #105,0.06276404857635498
Step #106,0.06377004832029343
Step #107,0.05586438626050949
Step #108,0.062299393117427826
Step #109,0.053639430552721024
Step #110,0.05748952552676201
Step #111,0.051653459668159485
Step #112,0.05475304275751114
Step #113,0.054318372160196304
Step #114,0.05790841951966286
Step #115,0.05235188454389572
Step #116,0.05547665059566498
Step #117,0.04993689805269241
Step #118,0.051262110471725464
Step #119,0.050713539123535156
Step #120,0.0481235608458519
Step #121,0.0498003214597702
Step #122,0.0468963198363781
Step #123,0.048076532781124115
Step #124,0.04525303840637207
Step #125,0.04722713679075241
Step #126,0.04451670125126839
Step #127,0.04554915428161621
Step #128,0.04432914778590202
Step #129,0.04431672394275665
Step #130,0.043713342398405075
Step #131,0.04307547211647034
Step #132,0.04149471968412399
Step #133,0.041691627353429794
Step #134,0.04166391119360924
Step #135,0.04094276204705238
Step #136,0.0403321348130703
Step #137,0.04012013226747513
Step #138,0.04011286795139313
Step #139,0.03982921317219734
Step #140,0.043059464544057846
Step #141,0.03943280875682831
Step #142,0.03843220695853233
Step #143,0.038825105875730515
Step #144,0.03817783296108246
Step #145,0.037531446665525436
Step #146,0.037213727831840515
Step #147,0.03734268248081207
Step #148,0.03679424524307251
Step #149,0.036282800137996674
Step #150,0.035017549991607666
Step #151,0.03549233451485634
Step #152,0.03588869422674179
Step #153,0.03524422273039818
Step #154,0.035336367785930634
Step #155,0.03318797051906586
Step #156,0.03459002822637558
Step #157,0.03431674838066101
Step #158,0.0341145321726799
Step #159,0.033498115837574005
Step #160,0.03324074670672417
Step #161,0.03348901867866516
Step #162,0.03221011161804199
Step #163,0.03594810888171196
Step #164,0.032585419714450836
Step #165,0.032198891043663025
Step #166,0.03141316771507263
Step #167,0.030989475548267365
Step #168,0.03165185824036598
Step #169,0.03155222535133362
Step #170,0.031086713075637817
Step #171,0.033924248069524765
Step #172,0.030350346118211746
Step #173,0.03062351606786251
Step #174,0.029774513095617294
Step #175,0.030138541013002396
Step #176,0.03007441572844982
Step #177,0.029969695955514908
Step #178,0.029703665524721146
