task_name,loss
Step #1,0.8669559955596924
Step #2,0.7453309297561646
Step #3,0.6972161531448364
Step #4,0.6641939878463745
Step #5,0.6489139795303345
Step #6,0.6340168714523315
Step #7,0.6204432249069214
Step #8,0.6037724018096924
Step #9,0.5847686529159546
Step #10,0.5614480972290039
Step #11,0.5378508567810059
Step #12,0.5099176168441772
Step #13,0.4778817892074585
Step #14,0.4493129849433899
Step #15,0.4268966317176819
Step #16,0.39279860258102417
Step #17,0.36738479137420654
Step #18,0.34828078746795654
Step #19,0.3220067620277405
Step #20,0.30743205547332764
Step #21,0.28728923201560974
Step #22,0.27577003836631775
Step #23,0.26244500279426575
Step #24,0.251434326171875
Step #25,0.2449817657470703
Step #26,0.23570957779884338
Step #27,0.2334698587656021
Step #28,0.22510111331939697
Step #29,0.21934321522712708
Step #30,0.22552040219306946
Step #31,0.21433888375759125
Step #32,0.2145785391330719
Step #33,0.21092228591442108
Step #34,0.21051180362701416
Step #35,0.20800572633743286
Step #36,0.2010539025068283
Step #37,0.20264104008674622
Step #38,0.20624327659606934
Step #39,0.2066909223794937
Step #40,0.20692840218544006
Step #41,0.20928646624088287
Step #42,0.20831899344921112
Step #43,0.20570361614227295
Step #44,0.21122558414936066
Step #45,0.21539458632469177
Step #46,0.2083154320716858
Step #47,0.2111453264951706
Step #48,0.21774867177009583
Step #49,0.2195451706647873
Step #50,0.21483105421066284
Step #51,0.2162320613861084
Step #52,0.2159227430820465
Step #53,0.21841378509998322
Step #54,0.2159866988658905
Step #55,0.22947825491428375
Step #56,0.21798300743103027
Step #57,0.21290886402130127
Step #58,0.2097865641117096
Step #59,0.21290323138237
Step #60,0.22920921444892883
Step #61,0.2035374939441681
Step #62,0.2373240739107132
Step #63,0.2116544246673584
Step #64,0.22422577440738678
Step #65,0.1963038295507431
Step #66,0.2014738917350769
Step #67,0.2026781141757965
Step #68,0.1828385442495346
Step #69,0.18620580434799194
Step #70,0.18917648494243622
Step #71,0.17203396558761597
Step #72,0.17070242762565613
Step #73,0.16626569628715515
Step #74,0.16806578636169434
Step #75,0.1586238145828247
Step #76,0.16167306900024414
Step #77,0.16125330328941345
Step #78,0.1490265130996704
Step #79,0.14798568189144135
Step #80,0.14929795265197754
Step #81,0.15563637018203735
Step #82,0.14487779140472412
Step #83,0.14553111791610718
Step #84,0.13808852434158325
Step #85,0.13801521062850952
Step #86,0.1386438012123108
Step #87,0.1296108216047287
Step #88,0.13383078575134277
