timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-30T23:53:23,vjepa2,2314602f-d832-4a0a-a4be-779ee6a69fff,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.18590919859707355,0.00016650165915801983,0.0008956074277899704,360.0,377.48669354407673,10.0,0.02702044271957133,0.014516864391232787,0.0007503855237892515,0.04228769263459344,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
