task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Step #1,2026-03-30T23:48:24,vjepa2,3d3f3a76-9b35-40c3-98b2-f1d78af9ba70,0.8689550720155239,4.977168031432673e-07,5.72417690202559e-07,360.0,151.12034794313314,10.0,8.732546735554933e-05,3.665780710804256e-05,2.4256472061905596e-06,0.00012640892166978243,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #2,2026-03-30T23:48:24,vjepa2,3d3f3a76-9b35-40c3-98b2-f1d78af9ba70,0.5786748956888914,3.5812587104418923e-07,6.156116274199077e-07,360.0,189.6619236483811,10.0,5.850663073360919e-05,3.0824191320277805e-05,1.6251289906601112e-06,9.095595104454711e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #3,2026-03-30T23:48:25,vjepa2,3d3f3a76-9b35-40c3-98b2-f1d78af9ba70,0.6473763510584831,4.0052271960569373e-07,6.183952456461077e-07,360.0,191.1021862421033,10.0,6.526507046073675e-05,3.464586104939826e-05,1.812869594949815e-06,0.00010172380110508482,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #4,2026-03-30T23:48:26,vjepa2,3d3f3a76-9b35-40c3-98b2-f1d78af9ba70,0.5897022597491741,3.485289974185634e-07,5.907124526183241e-07,360.0,167.289904828462,10.0,5.930971279740331e-05,2.7561410938403696e-05,1.6474363290601305e-06,8.851856006486715e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #5,2026-03-30T23:48:26,vjepa2,3d3f3a76-9b35-40c3-98b2-f1d78af9ba70,0.5965704265981913,3.539589997555307e-07,5.930646533588428e-07,360.0,172.1413224399639,10.0,5.9694778732955454e-05,2.8544745056535703e-05,1.6581352644910414e-06,8.989765905398215e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #6,2026-03-30T23:48:27,vjepa2,3d3f3a76-9b35-40c3-98b2-f1d78af9ba70,0.7143548987805843,4.4551208917618786e-07,6.234121432816788e-07,360.0,187.5575343214671,10.0,7.305767983198163e-05,3.8063086002182445e-05,2.029327608438001e-06,0.00011315009344260208,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #7,2026-03-30T23:48:28,vjepa2,3d3f3a76-9b35-40c3-98b2-f1d78af9ba70,0.7073710039258003,4.3220182517661867e-07,6.107351232581194e-07,360.0,188.3043385526357,10.0,7.078016307204962e-05,3.7023362949639704e-05,1.9660584473361563e-06,0.00010976958446902538,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #8,2026-03-30T23:48:28,vjepa2,3d3f3a76-9b35-40c3-98b2-f1d78af9ba70,0.6414528377354145,3.848037724479985e-07,5.996294529312915e-07,360.0,173.9514728021247,10.0,6.468071788549428e-05,3.125419166849497e-05,1.7966309976246626e-06,9.773154055161388e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #9,2026-03-30T23:48:29,vjepa2,3d3f3a76-9b35-40c3-98b2-f1d78af9ba70,0.7090908121317625,4.322512836601085e-07,6.093565147375908e-07,360.0,186.9217310387672,10.0,7.096400521695617e-05,3.6846973920035e-05,1.9711666792217234e-06,0.00010978214581621295,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Step #10,2026-03-30T23:48:30,vjepa2,3d3f3a76-9b35-40c3-98b2-f1d78af9ba70,0.5715316105633974,3.3897428808009624e-07,5.928292160175664e-07,360.0,171.86966720366297,10.0,5.719618685543534e-05,2.730696629527074e-05,1.5887247191535096e-06,8.609187786985965e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
